Year,Site Name,County,Enrollment,PBE
2015-2016,MRS. TAMI'S DAYCARE & PRESCHOOL,CLATSOP ,38,3
2015-2016,NORTH COAST CHRISTIAN SCHOOL,CLATSOP ,101,20
2015-2016,NORTH COAST YOUTH CORRECTIONAL FACILITY/CLINIC,CLATSOP ,47,0
2015-2016,NW REGIONAL ESD/ EARLY INTERVENTION,CLATSOP ,55,1
2015-2016,PEACE LEARNING CENTER,CLATSOP ,30,0
2015-2016,SEASIDE HEAD START,CLATSOP ,55,3
2015-2016,SEASIDE HEIGHTS ELEMENTARY,CLATSOP ,429,20
2015-2016,SEASIDE HIGH SCHOOL,CLATSOP ,423,23
2015-2016,SHOOTING STARS CHILD DEVELOPMENT CENTER,CLATSOP ,40,3
2015-2016,STEP BY STEP PRESCHOOL,CLATSOP ,18,0
2015-2016,WARRENTON GRADE SCHOOL,CLATSOP ,717,30
2015-2016,WARRENTON HEAD START,CLATSOP ,72,0
2015-2016,WARRENTON HIGH SCHOOL,CLATSOP ,249,5
2015-2016,WARRENTON PREP SCHOOL,CLATSOP ,43,2
2015-2016,BERRY BRIGHT PRESCHOOL,COLUMBIA ,75,3
2015-2016,BRYANT HOUSE PRESCHOOL,COLUMBIA ,22,1
2015-2016,CHILD & FAMILY DEV. PROGRAM/CLATSKANIE HEAD START,COLUMBIA ,34,0
2015-2016,CHRISTIAN LEARNING CENTER,COLUMBIA ,47,0
2015-2016,CLATSKANIE ELEMENTARY,COLUMBIA ,335,22
2015-2016,CLATSKANIE MIDDLE/HIGH SCHOOL,COLUMBIA ,342,13
2015-2016,COLUMBIA COUNTY CHRISTIAN SCHOOL,COLUMBIA ,97,2
2015-2016,CREEKSIDE JUNIOR ACADEMY,COLUMBIA ,30,2
2015-2016,CUB'S CORNER CHILD CARE CENTER/LITTLE LIONS  DAY S,COLUMBIA ,22,1
2015-2016,EARLY INTERVENTION,COLUMBIA ,73,2
2015-2016,GRACE CHRISTIAN CHILDREN'S CENTER,COLUMBIA ,57,3
2015-2016,KALA COTA'S PRESCHOOL,COLUMBIA ,23,1
2015-2016,LIL' LEARNERS PRESCHOOL,COLUMBIA ,53,6
2015-2016,MONKEY TREE LEARNING CENTER,COLUMBIA ,77,2
2015-2016,NORTH COLUMBIA ACADEMY,COLUMBIA ,38,1
2015-2016,PIERCING ARROW PRIVATE SCHOOL,COLUMBIA ,16,7
2015-2016,PRESCHOOL PALACE,COLUMBIA ,37,3
2015-2016,RAINIER HUDSON PARK ELEMENTARY,COLUMBIA ,459,8
2015-2016,RAINIER JUNIOR/SENIOR HIGH SCHOOL,COLUMBIA ,460,2
2015-2016,SAUVIE ISLAND SCHOOL,COLUMBIA ,213,31
2015-2016,SCAPPOOSE ADVENTIST SCHOOL,COLUMBIA ,60,6
2015-2016,SCAPPOOSE GRANT WATTS GRADE SCHOOL,COLUMBIA ,368,19
2015-2016,SCAPPOOSE HIGH SCHOOL,COLUMBIA ,747,21
2015-2016,SCAPPOOSE MIDDLE SCHOOL,COLUMBIA ,328,13
2015-2016,SCAPPOOSE OTTO H.H. PETERSON,COLUMBIA ,446,16
2015-2016,SCAPPOOSE WARREN ELEMENTARY,COLUMBIA ,169,6
2015-2016,SNOOPEELAND CHILD DEVELOPMENT CENTER,COLUMBIA ,34,1
2015-2016,SOUTH COLUMBIA FAMILY SCHOOL,COLUMBIA ,52,12
2015-2016,ST. HELENS COLUMBIA COUNTY EDUCATION CAMPUS (CCEC),COLUMBIA ,82,1
2015-2016,ST. HELENS HEAD START,COLUMBIA ,75,0
2015-2016,ST. HELENS HIGH SCHOOL,COLUMBIA ,937,21
2015-2016,ST. HELENS LEWIS & CLARK ELEMENTARY,COLUMBIA ,756,22
2015-2016,ST. HELENS MCBRIDE ELEMENTARY,COLUMBIA ,682,21
2015-2016,ST. HELENS MIDDLE SCHOOL,COLUMBIA ,465,7
2015-2016,SUNNYSIDE DAY CARE & LEARNING CENTER LLC,COLUMBIA ,45,0
2015-2016,TINKERTIME PRESCHOOL,COLUMBIA ,34,2
2015-2016,VERNONIA ELEMENTARY,COLUMBIA ,247,18
2015-2016,VERNONIA HEAD START,COLUMBIA ,18,2
2015-2016,VERNONIA HIGH SCHOOL,COLUMBIA ,191,13
2015-2016,VERNONIA MIDDLE SCHOOL,COLUMBIA ,129,13
2015-2016,YANKTON ARTHUR ACADEMY,COLUMBIA ,229,3
2015-2016,BANDON COMMUNITY PRESCHOOL,COOS ,23,1
2015-2016,BANDON HIGH SCHOOL,COOS ,227,21
2015-2016,BANDON PACIFIC CHRISTIAN SCHOOL,COOS ,14,2
2015-2016,BLOSSOM GULCH ELEMENTARY,COOS ,572,8
2015-2016,CANDYLAND PLAYCARE,COOS ,11,0
2015-2016,CARTWHEELS PRESCHOOL,COOS ,16,0
2015-2016,CHRIST LUTHERAN CHURCH AND SCHOOL,COOS ,58,5
2015-2016,COQUILLE JR/SR  HIGH SCHOOL,COOS ,349,14
2015-2016,COQUILLE VALLEY ELEMENTARY SCHOOL,COOS ,368,18
2015-2016,DESTINATIONS ACADEMY,COOS ,81,0
2015-2016,EMMANUEL EPISCOPAL PRESCHOOL,COOS ,18,1
2015-2016,GOLD COAST CHRISTIAN SCHOOL,COOS ,14,2
2015-2016,HARBOR LIGHTS MIDDLE SCHOOL,COOS ,237,29
2015-2016,HILLCREST ELEMENTARY,COOS ,472,11
2015-2016,JUST KIDS EARLY LEARNING CENTER,COOS ,109,0
2015-2016,KINGSVIEW CHRISTIAN SCHOOL,COOS ,134,6
2015-2016,LIGHTHOUSE SCHOOL,COOS ,218,27
2015-2016,LINCOLN SCHOOL OF EARLY LEARNING,COOS ,120,3
2015-2016,LINDA'S CHILDCARE &  PRESCHOOL,COOS ,10,0
2015-2016,LORRENE'S DAYCARE & PRESCHOOL,COOS ,10,0
2015-2016,MADISON ELEMENTARY,COOS ,427,7
2015-2016,MARCIE'S DAYCARE,COOS ,15,0
2015-2016,MARSHFIELD HIGH SCHOOL,COOS ,997,5
2015-2016,MELINDA BOWMAN'S CHILDCARE,COOS ,12,0
2015-2016,MILLICOMA MIDDLE SCHOOL,COOS ,470,7
2015-2016,MYRTLE CREST ELEMENTARY,COOS ,320,14
2015-2016,MYRTLE POINT JUNIOR/SENIOR HIGH SCHOOL,COOS ,312,5
2015-2016,NORTH BAY ELEMENTARY,COOS ,466,12
2015-2016,NORTH BEND HIGH SCHOOL,COOS ,503,11
2015-2016,NORTH BEND MIDDLE SCHOOL,COOS ,300,8
2015-2016,OCEAN CREST ELEMENTARY SCHOOL,COOS ,281,22
2015-2016,ORCO TECH NBMS,COOS ,246,6
2015-2016,ORCO TECH NORTH BEND HIGH SCHOOL,COOS ,227,7
2015-2016,OREGON VIRTUAL ACADEMY,COOS ,"1,684",212
2015-2016,PEAK HS,COOS ,35,0
2015-2016,POWERS SCHOOL DISTRICT,COOS ,133,1
2015-2016,RESOURCE LINK PUBLIC CHARTER SCHOOL,COOS ,68,5
2015-2016,SOUTH COAST ESD EI/ECSE,COOS ,113,2
2015-2016,SOUTH COAST HEAD START,COOS ,342,12
2015-2016,SUNSET MIDDLE SCHOOL,COOS ,458,4
2015-2016,SWOCC FAMILY CENTER,COOS ,46,0
2015-2016,THE VILLAGE DAYCARE,COOS ,30,0
2015-2016,UNITED VALLEY CHRISTIAN ACADEMY,COOS ,37,0
2015-2016,WINTER LAKES SCHOOL,COOS ,128,11
2015-2016,CECIL SLY ELEMENTARY SCHOOL,CROOK ,435,13
2015-2016,COCAAN/NEIGHBOR IMPACT HEAD START,CROOK ,59,1
2015-2016,COIC ALTERNATIVE EDUCATION - CROOK COUNTY,CROOK ,34,0
2015-2016,CROOK COUNTY CHRISTIAN SCHOOL,CROOK ,75,7
2015-2016,CROOK COUNTY HIGH SCHOOL,CROOK ,762,23
2015-2016,CROOK COUNTY MIDDLE SCHOOL,CROOK ,595,10
2015-2016,CROOK COUNTY PIONEER SECONDARY  ALTERNATIVE HS,CROOK ,54,0
2015-2016,CROOKED RIVER ELEMENTARY,CROOK ,372,11
2015-2016,EVERGREEN ACADEMY PRESCHOOL & CHILDCARE,CROOK ,30,0
2015-2016,FOOTSTEPS PRESCHOOL,CROOK ,25,0
2015-2016,LARSON LEARNING CENTER - EARLY INTERVENTION/EARLY,CROOK ,18,1
2015-2016,MEADOWLARK MONTESSORI CHILDREN'S HOUSE,CROOK ,11,2
2015-2016,OCHOCO ELEMENTARY SCHOOL,CROOK ,383,13
2015-2016,PAULINA ELEMENTARY SCHOOL,CROOK ,19,6
2015-2016,POWELL BUTTE COMMUNITY CHARTER SCHOOL,CROOK ,186,14
2015-2016,POWELL BUTTE COMMUNITY PRESCHOOL,CROOK ,14,0
2015-2016,RIMROCK TRAILS ALTERNATIVE SCHOOL,CROOK ,11,0
2015-2016,ABC KIDS,CURRY ,20,0
2015-2016,AZALEA MIDDLE SCHOOL,CURRY ,378,32
2015-2016,BROOKING-HARBOR HIGH SCHOOL,CURRY ,480,31
2015-2016,BROOKINGS HARBOR CHRISTIAN SCHOOL,CURRY ,41,7
2015-2016,CHOICES FOR CHILDREN,CURRY ,34,0
2015-2016,DRIFTWOOD ELEMENTARY,CURRY ,128,13
2015-2016,GOLD BEACH HIGH SCHOOL,CURRY ,169,15
2015-2016,KALMIOPSIS ELEMENTARY SCHOOL,CURRY ,709,80
2015-2016,PACIFIC HIGH SCHOOL,CURRY ,74,9
2015-2016,PACIFIC PLAYLAND,CURRY ,12,1
2015-2016,RILEY CREEK ELEMENTARY,CURRY ,311,9
2015-2016,ROGUE RIVER PRESSCHOOL ACADEMY,CURRY ,17,0
2015-2016,SOUTH COAST HEAD START,CURRY ,92,1
2015-2016,SYNTHIA'S CHILD CARE,CURRY ,10,1
2015-2016,WILDERLAND SCHOOL,CURRY ,21,5
2015-2016,A CARING FAMILY CHILDCARE,DESCHUTES ,15,3
2015-2016,A CHILD'S GARDEN,DESCHUTES ,61,5
2015-2016,ADVENTURES IN LEARNING,DESCHUTES ,28,0
2015-2016,ALPHABET ACADEMY  EASTSIDE,DESCHUTES ,53,0
2015-2016,ALPHABET ACADEMY WESTSIDE,DESCHUTES ,37,0
2015-2016,AMITY CREEK MAGNET SCHOOL,DESCHUTES ,174,60
2015-2016,ASPEN ACADEMY,DESCHUTES ,41,5
2015-2016,BEAR CREEK ELEMENTARY,DESCHUTES ,700,41
2015-2016,BEND MONTESSORI,DESCHUTES ,16,1
2015-2016,BEND SENIOR HIGH SCHOOL,DESCHUTES ,"1,683",116
2015-2016,BLOOM CHILDREN'S CENTER,DESCHUTES ,21,2
2015-2016,BRIGHTWAY DAYCARE & PRESCHOOL,DESCHUTES ,11,1
2015-2016,BUCKINGHAM ELEMENTARY SCHOOL,DESCHUTES ,537,36
2015-2016,C.O.I.C.,DESCHUTES ,191,2
2015-2016,CASA DEI BAMBINI,DESCHUTES ,20,0
2015-2016,CASCADE  ACADEMY,DESCHUTES ,183,26
2015-2016,CASCADE MIDDLE SCHOOL,DESCHUTES ,884,79
2015-2016,CENTRAL CHRISTIAN SCHOOL,DESCHUTES ,230,10
2015-2016,"CIRCLE OF FRIENDS PRESCHOOL & KINDERGARTEN, LLC",DESCHUTES ,54,23
2015-2016,COBBLESTONE CHILDREN'S CENTER,DESCHUTES ,43,1
2015-2016,CRAWMER'S CRITTERZ - (EASTSIDE,DESCHUTES ,83,0
2015-2016,CRAWMER'S CRITTZERZ - WESTSIDE,DESCHUTES ,44,0
2015-2016,CUB CORNER PRESCHOOL & LEARNING CTR,DESCHUTES ,22,0
2015-2016,DANA'S DISCOVERY KIDS PRESCHOOL,DESCHUTES ,26,0
2015-2016,DESCHUTES RIVER MONTESSORI SCHOOL,DESCHUTES ,69,4
2015-2016,DONNA'S CHILD CARE CENTER,DESCHUTES ,14,0
2015-2016,EASTMONT COMMUNITY SCHOOL,DESCHUTES ,173,17
2015-2016,EDWIN BROWN EDUCATION CENTER - RDMD EXCEPTIONS,DESCHUTES ,29,1
2015-2016,ELK MEADOW ELEMENTARY,DESCHUTES ,506,53
2015-2016,ELTON GREGORY MIDDLE SCHOOL,DESCHUTES ,557,17
2015-2016,ENSWORTH ELEMENTARY,DESCHUTES ,240,11
2015-2016,ERMILA'S DAYCARE,DESCHUTES ,16,0
2015-2016,ERMILA'S DAYCARE II,DESCHUTES ,18,2
2015-2016,EVERGREEN ACADEMY,DESCHUTES ,61,2
2015-2016,GROWING TREE CHILDREN'S CENTER,DESCHUTES ,95,4
2015-2016,GROWING TREE III,DESCHUTES ,20,0
2015-2016,HIGH DESERT EI/ECSE BEND LAPINE,DESCHUTES ,111,1
2015-2016,HIGH DESERT ESD REDMOND EI/ECSE,DESCHUTES ,67,3
2015-2016,HIGH DESERT LEARNING CENTER,DESCHUTES ,66,0
2015-2016,HIGH DESERT MIDDLE SCHOOL,DESCHUTES ,801,42
2015-2016,HIGH LAKES ELEMENTARY SCHOOL,DESCHUTES ,656,52
2015-2016,HIGHLAND ELEMENTARY,DESCHUTES ,388,62
2015-2016,JOHN TUCK ELEMENTARY,DESCHUTES ,457,17
2015-2016,JUNIPER ELEMENTARY,DESCHUTES ,569,52
2015-2016,KID WORKS,DESCHUTES ,43,0
2015-2016,KIDZ CENTER CHURCH,DESCHUTES ,22,0
2015-2016,LAPINE ELEMENTARY,DESCHUTES ,396,14
2015-2016,LAPINE HIGH SCHOOL,DESCHUTES ,402,14
2015-2016,LAPINE MIDDLE SCHOOL,DESCHUTES ,277,5
2015-2016,LAVA RIDGE ELEMENTARY,DESCHUTES ,592,40
2015-2016,LITTLE ANGELS DAYCARE,DESCHUTES ,21,0
2015-2016,LITTLE BEEZ CHILDCARE,DESCHUTES ,12,0
2015-2016,LITTLE BEEZ SOUTH,DESCHUTES ,10,0
2015-2016,LOVE BUGS PRESCHOOL,DESCHUTES ,23,0
2015-2016,M A LYNCH ELEMENTARY SCHOOL,DESCHUTES ,485,11
2015-2016,MARSHALL HIGH SCHOOL,DESCHUTES ,145,4
2015-2016,MILLER ELEMENTARY SCHOOL,DESCHUTES ,582,61
2015-2016,MISS ALANA'S PRESCHOOL,DESCHUTES ,17,1
2015-2016,MOM'S DAYCARE,DESCHUTES ,12,0
2015-2016,MORNING STAR CHRISTIAN SCHOOL,DESCHUTES ,140,11
2015-2016,MOUNTAIN MONTESSORI  KINGSTON,DESCHUTES ,16,1
2015-2016,MOUNTAIN STAR RELIEF NURSERY,DESCHUTES ,36,0
2015-2016,MT VIEW HIGH SCHOOL,DESCHUTES ,"1,321",59
2015-2016,MUDPIES AND LULLABIES PRESCHOOL,DESCHUTES ,80,5
2015-2016,MUNCHKIN MANOR,DESCHUTES ,41,3
2015-2016,NEIGHBOR IMPACT,DESCHUTES ,384,12
2015-2016,NEW LEAF ACADEMY,DESCHUTES ,24,0
2015-2016,NOAH'S ARK DAY CARE,DESCHUTES ,10,1
2015-2016,OBSIDIAN MIDDLE SCHOOL,DESCHUTES ,618,18
2015-2016,PILOT BUTTE  MIDDLE SCHOOL,DESCHUTES ,685,41
2015-2016,PINE RIDGE ELEMENTARY SCHOOL,DESCHUTES ,632,59
2015-2016,PONDEROSA ELEMENTARY,DESCHUTES ,579,33
2015-2016,R E JEWELL ELEMENTARY,DESCHUTES ,624,32
2015-2016,REALMS CHARTER SCHOOL,DESCHUTES ,144,18
2015-2016,REDMOND HIGH SCHOOL,DESCHUTES ,890,16
2015-2016,REDMOND LEARNING CTR & CHILD CARE,DESCHUTES ,41,1
2015-2016,RIDGEVIEW HIGH PRESCHOOL,DESCHUTES ,16,1
2015-2016,RIDGEVIEW HIGH SCHOOL,DESCHUTES ,872,31
2015-2016,RISING STARS PRESCHOOL,DESCHUTES ,22,1
2015-2016,RIVER SONG SCHOOL,DESCHUTES ,56,8
2015-2016,ROSLAND ELEMENTARY,DESCHUTES ,170,8
2015-2016,ROWDY RASCALS PRESCHOOL,DESCHUTES ,18,0
2015-2016,SAGE ELEMENTARY,DESCHUTES ,580,27
2015-2016,SCHIBEL TEACHING FARM & CHILDCARE CTR,DESCHUTES ,35,0
2015-2016,SCHOOL OF ENRICHMENT,DESCHUTES ,37,5
2015-2016,SEVEN PEAKS SCHOOL,DESCHUTES ,285,24
2015-2016,SHINING LIGHT CHRISTIAN PRESCHOOL,DESCHUTES ,23,1
2015-2016,SISTERS CHRISTIAN ACADEMY,DESCHUTES ,76,5
2015-2016,SISTERS ELEMENTARY SCHOOL,DESCHUTES ,336,28
2015-2016,SISTERS HIGH SCHOOL,DESCHUTES ,435,35
2015-2016,SISTERS MIDDLE SCHOOL,DESCHUTES ,338,31
2015-2016,SISTERS PARK & REC DISTRICT PRESCHOOL,DESCHUTES ,37,1
2015-2016,SKY VIEW MIDDLE SCHOOL,DESCHUTES ,816,40
2015-2016,SONSHINE CHRISTIAN SCHOOL,DESCHUTES ,61,4
2015-2016,ST  FRANCIS SCHOOL,DESCHUTES ,145,6
2015-2016,ST THOMAS ACADEMY,DESCHUTES ,78,2
2015-2016,START HERE PRESCHOOL,DESCHUTES ,51,1
2015-2016,STARTING SMALL CHILDCARE & PRESCHOOL,DESCHUTES ,41,4
2015-2016,STARVIEW ACADEMY,DESCHUTES ,32,0
2015-2016,SUMMIT HIGH SCHOOL,DESCHUTES ,"1,505",97
2015-2016,SUNRISE PRESCHOOL,DESCHUTES ,24,0
2015-2016,SWEETPEAS & BUTTERCUPS,DESCHUTES ,13,9
2015-2016,TERREBONNE COMMUNITY SCHOOL,DESCHUTES ,389,19
2015-2016,THE COTTAGE DAYCARE INC.,DESCHUTES ,80,7
2015-2016,THE MONTESSORI CENTER   AWBREY BUTTE,DESCHUTES ,23,6
2015-2016,THE MONTESSORI CENTER NW CROSSING,DESCHUTES ,47,5
2015-2016,THE VILLAGE PRESCHOOL,DESCHUTES ,25,1
2015-2016,THREE RIVERS ELEMENTARY SCHOOL,DESCHUTES ,371,26
2015-2016,THREE SISTERS ADVENTIST CHRISTIAN SCHOOL,DESCHUTES ,38,3
2015-2016,TODDLES PRESCHOOL,DESCHUTES ,64,2
2015-2016,TOM MCCALL ELEMENTARY,DESCHUTES ,551,19
2015-2016,TRINITY LUTHERAN SCHOOL,DESCHUTES ,285,17
2015-2016,TUMALO COMMUNITY PRESCHOOL,DESCHUTES ,18,2
2015-2016,TUMALO COMMUNITY SCHOOL,DESCHUTES ,394,37
2015-2016,VERN PATRICK ELEMENTARY,DESCHUTES ,446,16
2015-2016,VICTORY BAPTIST CHRISTIAN ACADEMY,DESCHUTES ,14,1
2015-2016,WALDORF SCHOOL OF BEND,DESCHUTES ,62,35
2015-2016,WESTSIDE SHORTYS,DESCHUTES ,21,1
2015-2016,WESTSIDE VILLAGE,DESCHUTES ,279,91
2015-2016,AUNTIES HOMETOWN CHILDCARE & LEARNING CENTER LLC,DOUGLAS ,21,1
2015-2016,BROCKWAY ELEMENTARY SCHOOL,DOUGLAS ,360,6
2015-2016,CAMAS VALLEY COMMUNITY CHARTER SCHOOL,DOUGLAS ,215,7
2015-2016,CANYONVILLE CHRISTIAN ACADEMY,DOUGLAS ,99,1
2015-2016,CANYONVILLE SCHOOL,DOUGLAS ,208,8
2015-2016,CANYONVILLE SEVENTH DAY ADVENTIST SCHOOL,DOUGLAS ,22,4
2015-2016,COBB DISCOVERY CHILDREN'S LEARNING CENTER,DOUGLAS ,61,0
2015-2016,COBB SCHOOL,DOUGLAS ,48,2
2015-2016,COFFENBERRY MIDDLE SCHOOL,DOUGLAS ,286,7
2015-2016,DAYS CREEK CHARTER SCHOOL,DOUGLAS ,163,7
2015-2016,DILLARD ALTERNATIVE SCHOOL,DOUGLAS ,43,1
2015-2016,DOUGLAS COUNTY JUVENILE CENTER - MT NEBO,DOUGLAS ,25,0
2015-2016,DOUGLAS HIGH SCHOOL,DOUGLAS ,409,8
2015-2016,DRAIN CHRISTIAN PRE SCHOOL,DOUGLAS ,14,1
2015-2016,EARLY INTERVENTION/ECSE,DOUGLAS ,83,1
2015-2016,EAST PRIMARY SCHOOL,DOUGLAS ,433,24
2015-2016,EASTWOOD ELEMENTARY SCHOOL,DOUGLAS ,444,16
2015-2016,ELKTON CHARTER SCHOOL,DOUGLAS ,176,23
2015-2016,ELKTON HIGH SCHOOL,DOUGLAS ,82,6
2015-2016,FAMILY DEVELOPMENT CENTER,DOUGLAS ,83,0
2015-2016,FAMILY DEVELOPMENT CENTER - SOUTH COUNTY SITE,DOUGLAS ,13,0
2015-2016,FAMILY RELIEF NURSERY - NORTH DOUGLAS,DOUGLAS ,16,0
2015-2016,FIR GROVE ELEMENTARY SCHOOL,DOUGLAS ,332,14
2015-2016,FORD CHILDHOOD ENRICHMENT CENTER,DOUGLAS ,40,2
2015-2016,FULLERTON IV ELEMENTARY SCHOOL,DOUGLAS ,348,19
2015-2016,GENEVA ACADEMY,DOUGLAS ,89,19
2015-2016,GIGGLES AND GROW DAY CARE,DOUGLAS ,15,1
2015-2016,GLENDALE ELEMENTARY SCHOOL,DOUGLAS ,256,15
2015-2016,GLENDALE SENIOR HIGH SCHOOL,DOUGLAS ,93,11
2015-2016,GLIDE ELEMENTARY SCHOOL,DOUGLAS ,352,3
2015-2016,GLIDE HIGH SCHOOL,DOUGLAS ,224,7
2015-2016,GLIDE MIDDLE SCHOOL,DOUGLAS ,93,3
2015-2016,GRACE FAMILY CENTER,DOUGLAS ,21,0
2015-2016,GREAT AFTERNOONS,DOUGLAS ,39,0
2015-2016,GREAT BEGINNINGS,DOUGLAS ,14,0
2015-2016,GREEN ELEMENTARY SCHOOL,DOUGLAS ,318,8
2015-2016,HEADSTART EARLY 0-3,DOUGLAS ,39,0
2015-2016,HEADSTART-GREEN,DOUGLAS ,19,0
2015-2016,HEADSTART-REEDSPORT,DOUGLAS ,20,1
2015-2016,HEADSTART-ROSEBURG 4-6 ROSE ELEMENTARY,DOUGLAS ,133,0
2015-2016,HEADSTART-SOUTH UMPQUA,DOUGLAS ,38,1
2015-2016,HEADSTART-SUTHERLIN,DOUGLAS ,40,2
2015-2016,HEADSTART-WINSTON BROCKWAY,DOUGLAS ,35,0
2015-2016,HIGHLAND ELEMENTARY SCHOOL,DOUGLAS ,357,28
2015-2016,HUCREST ELEMENTARY SCHOOL,DOUGLAS ,433,22
2015-2016,HUMMINGBIRD SCHOOLHOUSE,DOUGLAS ,11,0
2015-2016,JAN HILL PRESCHOOL/DAYCARE,DOUGLAS ,14,0
2015-2016,JOHN C FREMONT MIDDLE SCHOOL,DOUGLAS ,672,29
2015-2016,JOSEPH LANE JR MIDDLE SCHOOL,DOUGLAS ,654,19
2015-2016,KELLY'S KID CARE - KELLY HEICHEL,DOUGLAS ,19,0
2015-2016,LINCOLN MIDDLE SCHOOL,DOUGLAS ,156,4
2015-2016,LITTLE FOLK'S CHRISTIAN PRESCHOOL KINDERGARTEN,DOUGLAS ,10,3
2015-2016,LITTLE RASCAL'S CHILD CARE,DOUGLAS ,10,0
2015-2016,LITTLE WELLSPRING CHRISTIAN PRESCHOOL AND DAYCARE,DOUGLAS ,112,3
2015-2016,LOOKINGGLASS ELEMENTARY SCHOOL,DOUGLAS ,143,5
2015-2016,MCGOVERN ELEMENTARY SCHOOL,DOUGLAS ,271,6
2015-2016,MELROSE CHRISTIAN SCHOOL HOUSE,DOUGLAS ,14,5
2015-2016,MELROSE ELEMENTARY SCHOOL,DOUGLAS ,298,26
2015-2016,MILO ACADEMY,DOUGLAS ,81,0
2015-2016,MISS ANN'S KIDDIE KORNER,DOUGLAS ,12,0
2015-2016,MYRTLE CREEK ELEMENTARY,DOUGLAS ,252,12
2015-2016,NEIGHBORHOOD CHRISTIAN PRESCHOOL,DOUGLAS ,24,0
2015-2016,NORTH DOUGLAS ELEMENTARY/MIDDLE SCHOOL,DOUGLAS ,213,8
2015-2016,NORTH DOUGLAS HIGH SCHOOL,DOUGLAS ,101,4
2015-2016,OAKLAND CO-OP PRESCHOOL,DOUGLAS ,33,3
2015-2016,OAKLAND ELEMENTARY SCHOOL,DOUGLAS ,184,5
2015-2016,OAKLAND HIGH SCHOOL,DOUGLAS ,177,8
2015-2016,PENNY'S LITTLE TYKES PRE-SCHOOL,DOUGLAS ,15,0
2015-2016,PHOENIX CHARTER SCHOOL,DOUGLAS ,179,1
2015-2016,REEDSPORT COMMUNITY CHARTER SCHOOL,DOUGLAS ,273,6
2015-2016,RHS CHILD DEVELOPMENT CENTER,DOUGLAS ,27,0
2015-2016,RIDDLE ELEMENTARY SCHOOL,DOUGLAS ,207,10
2015-2016,RIDDLE JR/SR HIGH SCHOOL,DOUGLAS ,175,4
2015-2016,ROSEBURG HIGH SCHOOL,DOUGLAS ,"1,627",53
2015-2016,ROSEBURG JUNIOR ACADEMY,DOUGLAS ,39,5
2015-2016,ROSEBURG PLAYSCHOOL CO-OP,DOUGLAS ,74,6
2015-2016,SHELBY SHAW DAYCARE,DOUGLAS ,11,0
2015-2016,SOUTH UMPQUA HIGH SCHOOL,DOUGLAS ,415,18
2015-2016,ST. PAUL'S LUTHERAN SCHOOL,DOUGLAS ,112,8
2015-2016,SUNNYSLOPE ELEMENTARY SCHOOL,DOUGLAS ,283,8
2015-2016,SUTHERLIN HIGH SCHOOL,DOUGLAS ,423,13
2015-2016,SUTHERLIN MIDDLE SCHOOL,DOUGLAS ,198,4
2015-2016,SUTHERLIN SEVENTH DAY ADVENTIST SCHOOL,DOUGLAS ,23,4
2015-2016,TENDERGARDEN,DOUGLAS ,20,0
2015-2016,TRI-CITY ELEMENTARY SCHOOL,DOUGLAS ,252,9
2015-2016,UMPQUA VALLEY CHRISTIAN SCHOOL (7 -12),DOUGLAS ,70,2
2015-2016,UMPQUA VALLEY CHRISTIAN SCHOOL (PRE-6),DOUGLAS ,64,0
2015-2016,UNITY CHRISTIAN,DOUGLAS ,13,0
2015-2016,WEE LITTLE GARDEN PRESCHOOL,DOUGLAS ,10,0
2015-2016,WEST INTERMEDIATE SCHOOL,DOUGLAS ,288,5
2015-2016,WILDFLOWER DAYCARE,DOUGLAS ,12,0
2015-2016,WINCHESTER ELEMENTARY SCHOOL,DOUGLAS ,350,9
2015-2016,WINSTON MIDDLE SCHOOL,DOUGLAS ,205,6
2015-2016,WONDERLAND,DOUGLAS ,13,0
2015-2016,YMCA CENTRAL DOUGLAS CHILD CARE CENTER,DOUGLAS ,44,4
2015-2016,YONCALLA ELEMENTARY SCHOOL,DOUGLAS ,139,3
2015-2016,YONCALLA HIGH SCHOOL,DOUGLAS ,126,6
2015-2016,YONCALLA PRESCHOOL,DOUGLAS ,14,0
2015-2016,DAYVILLE SCHOOL DISTRICT #16J,GRANT ,54,2
2015-2016,GRANT COUNTY CHILD CARE CENTER,GRANT ,15,2
2015-2016,GRANT UNION JR/SR HIGH SCHOOL,GRANT ,260,19
2015-2016,GROWING TREE INFANT CENTER,GRANT ,11,0
2015-2016,HUMBOLT ELEMENTARY SCHOOL,GRANT ,299,31
2015-2016,LONG CREEK SCHOOL DISTRICT #17,GRANT ,29,5
2015-2016,MONUMENT SCHOOL DISTRICT #8,GRANT ,67,4
2015-2016,PRAIRIE CITY SCHOOL,GRANT ,157,0
2015-2016,SENECA SCHOOL,GRANT ,27,0
2015-2016,SONSHINE CHRISTIAN SCHOOL,GRANT ,38,0
2015-2016,UMATILLA MORROW COUNTY HEAD START,GRANT ,18,0
2015-2016,BURNS ALTERNATIVE SCHOOL,HARNEY ,33,1
2015-2016,BURNS HIGH SCHOOL,HARNEY ,244,6
2015-2016,CRANE ELEMENTARY,HARNEY ,53,0
2015-2016,CRANE UNION HIGH SCHOOL,HARNEY ,52,3
2015-2016,DIAMOND SCHOOL,HARNEY ,11,0
2015-2016,EARLY CHILDHOOD CENTER,HARNEY ,103,4
2015-2016,FIELDS ELEMENTARY,HARNEY ,13,0
